新鑫花园 河南信息广场 楷林国际 宏光协和广场 全女生 月付,3,2,30,合租,950,jinshui
开祥御龙城3室一厅一厨一卫合租电梯房单间主卧室,3,1,26,合租,650,jinshui
暖气房 免租一周 押一付一 CBD 升龙大厦 楷林,3,2,29,合租,450,jinshui
三户合租短租两个月 押一付一朝南 出门民航路地铁站 无中介费,3,2,30,合租,500,jinshui
直租！免费看房 月付 可短租 干净 瀚海北金 海洋馆花卉市场,2,1,26,合租,550,jinshui
省肿瘤医院附近400米  唯家公寓精装标间,1,1,42,整租,1100,jinshui
可短租可月付，临省医黄河路地铁口，璞丽中心，黄河路三小附近。,3,1,20,合租,500,jinshui
直租!无中介费!精装单间可月付!财富广场，国贸，经三路附近,2,1,26,合租,450,jinshui
无中介费可月付可短租2室精装拎包入住中医院升龙汇金广场,2,1,89,整租,2000,jinshui
绿城水岸 押一付一八九百的主卧独卫来了 紧邻东区 实图,3,1,30,合租,600,jinshui
急租 1号线 浦发国际 兴业大厦 名门盛世 曼哈顿 暖气已开,3,2,32,合租,450,jinshui
全女生 三户合租 短租月付 三附院 肿瘤医院 燕庄地铁口,3,2,30,合租,500,jinshui
免物业 农业路 金成国际广场 省汇中心 开来大厦 财富中心,1,0,35,整租,800,jinshui
短租月付 凤凰茶城 近地铁口 环球大厦 上悦城 陈砦花卉,3,2,25,合租,550,jinshui
曼哈顿商圈 全女温馨小次卧 可短租 全小区供暖 随时免费看房,3,2,26,合租,550,jinshui
急租！3号线地铁口 绿都广场 曼哈顿 首座国际 带暖气 月付,3,2,30,合租,450,jinshui
出门就是燕庄地铁口 全女生合租 可短租 曼哈顿楼上 厨房冰箱,4,2,30,合租,550,jinshui
玉凤路 环球大厦 陈砦花卉 升龙凤凰城d区精装朝南两室,2,2,66,整租,2200,jinshui
暖气房 找室友 两户合租 地铁口 大观国际 南浦国际 曼哈顿,2,2,30,合租,550,jinshui
步行猿辅导 高档小区 三户合租全女生 双气 押一付一,3,2,25,合租,400,jinshui
免物业 未来花园 未来大厦 广发大厦 CBD 姚寨地铁口,1,1,35,整租,900,jinshui
市人民医院 5号线 健康路夜市 郑大北校区 整租一室押一付一,1,0,30,整租,500,jinshui
落地窗带阳台 全女生 怡乐商务 玉米楼 会展中心 地铁口,3,2,25,合租,500,jinshui
未来路纬二路 姚砦地铁口  金成时代 姚砦地铁口 主卧独卫,3,2,35,合租,800,jinshui
短租 双气 大阳台 金水路玉凤路交叉口 押一付一 名门世家,3,2,30,合租,599,jinshui
朝南主卧阳台 曼哈顿商圈 临东站CBD 燕庄地铁口 大浪淘沙,1,1,26,合租,800.0,jinshui
三室全女生！无杂费 科技市场 硅谷广场 财经政法文北校区,3,2,28,合租,550,jinshui
短租月付 免费看房 主卧独卫 升龙大厦 燕庄地铁 风暴酒吧,3,2,30,合租,450,jinshui
自己房 找室友 可短租 可月付 正弘城 经三路 金城国际广场,3,2,35,合租,550,jinshui
双气 曼哈顿升龙广场 宏光协和城邦 主卧独卫 精装 随时看房,3,2,30,合租,1400,jinshui
短租月付 曼哈顿楼上 燕庄地铁口 升龙大厦 兴业大厦 玉米楼,3,2,30,合租,499,jinshui
免 中介 费 国基路 花园路 沙门陈寨知识产权旁边北文雅小区,3,2,25,合租,600,jinshui
精装一室不合租 东风路地铁口 朝南采光好正弘城凯旋广场万达坊,1,0,35,整租,600,jinshui
直租直租 免押金 全女孩 地铁口附近,3,2,30,合租,500,jinshui
甩租！暖气已开 银基王朝 环球大厦 博瑞花园三户合租 带阳台,3,2,30,合租,500,jinshui
短租 月付 广汇 大空间 朝南 精装修 企业壹号 随时看房,1,1,30,合租,500,jinshui
免押金 可月付 海滩寺地铁口 健康路夜市 郑大 农大旁,1,1,38,整租,800,jinshui
自家房一个月起租 可月付家电齐全  硅谷广场科技市场 正弘城,3,2,22,合租,500,jinshui
落地双窗 短租月付 全女生 玉凤路 一号线 CBD 曼哈顿,3,2,30,合租,600,jinshui
全女生 免租一周 短租 押一付一 地铁口 信息广场 盛润国际,2,2,25,合租,480,jinshui
短租到年前 采光足 名门盛世 朝南 民航路地铁口 随时看,3,1,30,合租,480,jinshui
年底减漏房全女生 曼哈顿 燕庄地铁 升龙大厦 浦发国际 楷林,3,2,28,合租,550,jinshui
名门盛世 全女生 短租 小露台 民航路地铁口 浦发国际,3,2,25,合租,450,jinshui
不在郑州了 转租房子 可以月租 家电齐全 交通方便 拎包住,2,2,22,合租,450,jinshui
可短租！！一室独卫 不公共卫生间 全天朝南采光好,1,0,40,整租,980,jinshui
好莱坞国际公寓 临近名门国际 开来大厦 报业大厦 财富广场,1,1,31,整租,999,jinshui
全女生 短租月付 CBD 地铁口 华悦时间广场 盛润国际,3,2,28,合租,600,jinshui
免租一周 可短租 押一付一 地铁口 南浦国际 曼哈顿 有厨房,2,2,26,合租,550,jinshui
正规实墙卧室带阳台 家电齐全 交通便利 全女生可住男 有厨房,3,2,25,合租,450,jinshui
3.4号线地铁口 全女生 有厨房 永恒铭座 东建材 建业桂圆,3,2,25,合租,650,jinshui
一号线燕庄，朝南实墙次卧，电梯房，独立电表，民用水电,3,2,25,合租,700,jinshui
全女生 短租月付 曼哈顿 燕庄地铁口 兴业大厦 楷林国际,3,2,30,合租,1000,jinshui
甩租啦！短租 月付 拎包入住 小洋房 英协广场 建业桂圆单间,3,2,25,合租,500,jinshui
全女生 短租到过年 环球大厦 凤凰茶城 环球大厦 星光城,2,2,25,合租,650,jinshui
暖气房 短租俩月 广汇 商务内环 猿辅导 一号线 楷林国际,2,2,30,合租,499,jinshui
三户合租 全女生 短租月付 落地窗 曼哈顿夜市 升龙广场,3,2,30,合租,500,jinshui
